key,value
Weltgeschichte,9999
Weltgesellschaft,9999
Weltgesundheitsorganisation , WHO
Welthandel,9999
Welthandelskonferenz , UNCTAD
Welthandelsorganisation , WTO
Weltinformationsordnung , internationale Informationsordnung
Weltkinderhilfswerk , UNICEF
Weltkirchenrat,9999
Weltkrieg,9999
Weltmacht , internationale Führungsmacht
Weltmacht , Großmacht
Weltmarkt,9999
Weltmeisterschaft,9999
Weltordnung,9999
Weltpolitik,9999
Weltpresse,9999
Weltraum,9999
Weltrevolution,9999
Weltsicherheitsrat , UNO-Sicherheitsrat
Weltwirtschaft,9999
Weltwirtschaftsentwicklung , Weltwirtschaft
Weltwirtschaftsentwicklung , Wirtschaftsentwicklung
Weltwirtschaftskrise,9999
Weltwirtschaftsordnung , Weltwirtschaft
Weltwirtschaftsordnung , Wirtschaftsordnung
Weltwirtschaftssystem,9999
Weltwährungsfonds , IMF
Weltwährungssystem , internationales Währungssystem
Wende,9999
Werbeagentur , Werbewirtschaft
Werbeerfolg , Werbung
Werbeerfolg , Erfolg
Werbefachmann,9999
Werbekampagne , Werbung
Werbekampagne , Kampagne
Werbemittel,9999
Werbepsychologie , Wirtschaftspsychologie
Werbespot,9999
Werbesprache , Werbung
Werbesprache , Sprache
Werbeträger,9999
Werbeverbot , Werbung
Werbeverbot , Verbot
Werbewirkung , Werbung
Werbewirkung , Auswirkung
Werbewirkung , Wirkung
Werbewirtschaft,9999
Werbung,9999
werdende Mutter,9999
Werftindustrie , Schiffbau
Werksarzt,9999
Werkstatt,9999
Werkstoff,9999
Werkstoffprüfer,9999
Werkszeitung,9999
Werktätiger , Erwerbstätiger
Werkunterricht,9999
Werkvertrag,9999
Werkvertragsarbeitnehmer,9999
Werkzeug,9999
Werkzeugmaschine,9999
Wert,9999
Wertanalyse,9999
Wertfreiheit,9999
Wertgesetz , Werttheorie
Werthaltung , Wertorientierung
Wertkonflikt,9999
Wertorientierung,9999
Wertpapier,9999
Wertrationalität,9999
Wertschöpfung,9999
Wertschöpfungskette,9999
Wertsystem,9999
Werttheorie,9999
Werturteil,9999
Werturteilsstreit,9999
Wertvorstellung , Wertorientierung
Wertwandel,9999
West-Berlin , Berlin
Westafrika,9999
Westafrikanische Wirtschaftsgemeinschaft , ECOWAS
Westdeutscher Rundfunk,9999
Western,9999
Westeuropa,9999
Westeuropäische Union,9999
Westfalen,9999
Westfälischer Friede,9999
Westindien , Karibischer Raum
westliche Industriegesellschaft , westliche Welt
westliche Industriegesellschaft , Industriegesellschaft
westliche Welt,9999
westlicher Industriestaat , westliche Welt
westlicher Industriestaat , Industriestaat
Westmächte,9999
Westpakistan , Pakistan
Westpendler , Pendler
Westpendler , alte Bundesländer
Westpendler , neue Bundesländer
Westpreußen,9999
Westsahara,9999
Wettbewerb,9999
Wettbewerbsbedingungen,9999
Wettbewerbsbeschränkung,9999
Wettbewerbseffekt , Wirkung
Wettbewerbseffekt , Wettbewerb
Wettbewerbsfähigkeit,9999
Wettbewerbsordnung,9999
Wettbewerbspolitik , Wirtschaftspolitik
Wettbewerbspolitik , Wettbewerb
Wettbewerbsrecht , Wettbewerb
Wettbewerbsrecht , Wirtschaftsrecht
Wettbewerbsregeln,9999
Wettbewerbstheorie,9999
Wettkampf,9999
WEU , Westeuropäische Union
WHO,9999
Widerspiegelungstheorie,9999
Widerstand,9999
Widerstandsbewegung,9999
Widerstandsrecht,9999
Wiederaufarbeitung,9999
Wiederaufbau,9999
Wiederaufbereitung , Recycling
Wiedereingliederung , Reintegration
Wiedereinstieg , berufliche Reintegration
Wiedergutmachung,9999
Wiederholungstäter , Rückfalltäter
Wiedervereinigung,9999
Wiederverheiratung,9999
Wien,9999
Wiener Kreis,9999
"Wiese, Leopold von",9999
Wiki,9999
Wikipedia,9999
wilde Ehe , nichteheliche Lebensgemeinschaft
wilder Streik,9999
Willensbildung,9999
Willensfreiheit,9999
"Williams, Raymond",9999
Windenergie,9999
Wintersport,9999
Wirklichkeit , Realität
Wirksamkeit , Effektivität
Wirkung,9999
Wirkungsanalyse,9999
Wirkungsforschung,9999
Wirtschaft,9999
wirtschaftliche Abhängigkeit,9999
wirtschaftliche Beziehungen , Wirtschaftsbeziehungen
wirtschaftliche Entwicklung , Wirtschaftsentwicklung
wirtschaftliche Entwicklung , ökonomische Entwicklung
wirtschaftliche Faktoren,9999
wirtschaftliche Folgen,9999
wirtschaftliche Integration,9999
wirtschaftliche Kooperation , wirtschaftliche Zusammenarbeit
wirtschaftliche Lage,9999
wirtschaftliche Macht,9999
wirtschaftliche Sanktion,9999
wirtschaftliche Situation , wirtschaftliche Lage
wirtschaftliche Verflechtung , Wirtschaftsverflechtung
wirtschaftliche Zusammenarbeit,9999
wirtschaftlicher Erfolg,9999
wirtschaftlicher Strukturwandel , Strukturwandel
wirtschaftlicher Strukturwandel , Wirtschaft
wirtschaftlicher Wandel , ökonomischer Wandel
wirtschaftliches Handeln,9999
Wirtschaftlichkeit,9999
Wirtschaftlichkeitsrechnung,9999
Wirtschafts- und Sozialausschuss,9999
Wirtschafts- und Sozialausschuß , Wirtschafts- und Sozialausschuss
Wirtschaftsabkommen,9999
Wirtschaftsausschuss,9999
Wirtschaftsausschuß , Wirtschaftsausschuss
Wirtschaftsbeziehungen,9999
Wirtschaftsboykott , Boykott
Wirtschaftsboykott , Wirtschaft
Wirtschaftsbranche , Wirtschaftszweig
Wirtschaftsdelikt , Wirtschaftskriminalität
Wirtschaftsdemokratie,9999
Wirtschaftselite,9999
Wirtschaftsentwicklung,9999
Wirtschaftsethik,9999
Wirtschaftsfachschule,9999
Wirtschaftsforschung,9999
wirtschaftsfriedliche Arbeitnehmerorganisation , Gelbe Gewerkschaft
Wirtschaftsförderung,9999
Wirtschaftsgeographie,9999
Wirtschaftsgeschichte,9999
Wirtschaftsgut,9999
Wirtschaftsgymnasium,9999
Wirtschaftshilfe,9999
Wirtschaftsinformatik,9999
Wirtschaftsjournalismus , Journalismus
Wirtschaftsjournalismus , Wirtschaft
Wirtschaftskonzentration , Unternehmenskonzentration
Wirtschaftskreislauf,9999
Wirtschaftskriminalität,9999
Wirtschaftskrise,9999
Wirtschaftslage , wirtschaftliche Lage
Wirtschaftslehre,9999
Wirtschaftslenkung,9999
Wirtschaftsliberalismus,9999
Wirtschaftsmacht , wirtschaftliche Macht
Wirtschaftsordnung,9999
Wirtschaftsplanung,9999
Wirtschaftspolitik,9999
Wirtschaftsprüfer,9999
Wirtschaftsprüfung,9999
Wirtschaftspsychologie,9999
Wirtschaftspädagogik,9999
Wirtschaftsrat,9999
Wirtschaftsraum,9999
Wirtschaftsrecht,9999
Wirtschaftsreform,9999
Wirtschaftsschule,9999
Wirtschaftssektor,9999
Wirtschaftssoziologie,9999
Wirtschaftsspionage,9999
Wirtschaftsstatistik,9999
Wirtschaftssteuerung , Wirtschaftslenkung
Wirtschaftsstil , Wirtschaftsweise
Wirtschaftsstrafrecht , Strafrecht
Wirtschaftsstrafrecht , Wirtschaftskriminalität
Wirtschaftsstruktur,9999
Wirtschaftsstrukturwandel , Strukturwandel
Wirtschaftsstrukturwandel , Wirtschaftsstruktur
Wirtschaftssystem,9999
Wirtschaftstheorie , Volkswirtschaftstheorie
Wirtschaftsunion,9999
Wirtschaftsunternehmen , Unternehmen
Wirtschaftsverband,9999
Wirtschaftsverbrechen , Wirtschaftskriminalität
Wirtschaftsverfassung , Wirtschaftssystem
Wirtschaftsverflechtung,9999
Wirtschaftswachstum,9999
Wirtschaftsweise,9999
Wirtschaftswissenschaft,9999
Wirtschaftswissenschaftler,9999
Wirtschaftszweig,9999
Wissen,9999
Wissensarbeit,9999
wissensbasiertes System , Informationssystem
wissensbasiertes System , künstliche Intelligenz
Wissenschaft,9999
Wissenschaftler,9999
Wissenschaftlerin,9999
wissenschaftlich-technische Intelligenz,9999
wissenschaftlich-technische Revolution,9999
wissenschaftlich-technischer Fortschritt , wissenschaftlicher Fortschritt
wissenschaftlich-technischer Fortschritt , technischer Fortschritt
wissenschaftliche Arbeit,9999
wissenschaftliche Begleitung,9999
wissenschaftliche Beratung,9999
wissenschaftliche Einrichtung , wissenschaftliche Institution
wissenschaftliche Erkenntnis , Erkenntnis
wissenschaftliche Erkenntnis , Wissenschaft
wissenschaftliche Gemeinschaft , Scientific Community
wissenschaftliche Hilfskraft , wissenschaftlicher Mitarbeiter
wissenschaftliche Institution,9999
wissenschaftliche Literatur , Fachliteratur
wissenschaftliche Revolution,9999
wissenschaftliche Weiterbildung , Weiterbildung
wissenschaftliche Weiterbildung , Wissenschaft
wissenschaftliche Zeitschrift , Zeitschrift
wissenschaftliche Zeitschrift , Fachliteratur
wissenschaftliche Zusammenarbeit , Kooperation
wissenschaftliche Zusammenarbeit , Wissenschaft
wissenschaftlicher Fortschritt,9999
wissenschaftlicher Mitarbeiter,9999
wissenschaftlicher Nachwuchs,9999
wissenschaftlicher Sozialismus,9999
Wissenschaftlichkeit,9999
Wissenschaftsanwendung,9999
Wissenschaftsbegriff , Wissenschaftsverständnis
Wissenschaftsbetrieb,9999
Wissenschaftsdisziplin,9999
Wissenschaftsentwicklung , historische Entwicklung
Wissenschaftsentwicklung , Entwicklung
Wissenschaftsentwicklung , Wissenschaft
Wissenschaftsethik,9999
Wissenschaftsfilm , Film
Wissenschaftsfilm , Wissenschaft
Wissenschaftsforschung,9999
Wissenschaftsförderung , Förderung
Wissenschaftsförderung , Wissenschaft
Wissenschaftsgemeinschaft Gottfried Wilhelm Leibniz , Leibniz-Gemeinschaft
Wissenschaftsgeschichte,9999
Wissenschaftsgläubigkeit,9999
Wissenschaftsinstitution , wissenschaftliche Institution
Wissenschaftsjournalismus , Journalismus
Wissenschaftsjournalismus , Wissenschaft
Wissenschaftslogik , Logik
Wissenschaftslogik , Wissenschaft
Wissenschaftsmetrie , Szientometrie
Wissenschaftsorganisation , Organisation
Wissenschaftsorganisation , Wissenschaft
Wissenschaftsplanung , Planung
Wissenschaftsplanung , Wissenschaft
Wissenschaftspolitik,9999
Wissenschaftsrat,9999
Wissenschaftssoziologie,9999
Wissenschaftssprache , Fachsprache
Wissenschaftssprache , Wissenschaft
Wissenschaftssystematik , Systematik
Wissenschaftssystematik , Wissenschaft
Wissenschaftstheorie,9999
Wissenschaftstransfer , Transfer
Wissenschaftstransfer , Wissenschaft
Wissenschaftsverständnis,9999
Wissenschaftswissenschaft , Wissenschaftsforschung
Wissenserwerb,9999
Wissensgesellschaft,9999
Wissenskluft,9999
Wissensmanagement,9999
Wissensproduktion,9999
Wissenssoziologie,9999
Wissensstand , Wissen
Wissensstand , Informationsstand
Wissenstransfer,9999
Wissensökonomie,9999
"Wittgenstein, Ludwig",9999
Witwe,9999
Witwenrente , Witwe
Witwenrente , Hinterbliebenenrente
Witwer,9999
Witwerrente , Witwer
Witwerrente , Hinterbliebenenrente
Witz,9999
Wochenarbeitszeit,9999
Wochenendarbeit , Arbeitszeit
Wochenendarbeit , Wochenende
Wochenende,9999
Wochenendverkehr , Verkehr
Wochenendverkehr , Wochenende
Wochenzeitung,9999
Wohlbefinden,9999
Wohlfahrt,9999
Wohlfahrtspflege , Wohlfahrt
Wohlfahrtspolitik , Sozialpolitik
Wohlfahrtsstaat,9999
Wohlfahrtstheorie , Wohlfahrt
Wohlfahrtstheorie , Theorie
Wohlfahrtsverband,9999
Wohlfahrtsökonomie,9999
Wohlstand,9999
Wohlstandsgesellschaft,9999
Wohnbauentwicklung , Entwicklung
Wohnbauentwicklung , Wohnungsbau
Wohnbedingungen , Wohnverhältnisse
Wohnbevölkerung,9999
Wohnblock,9999
Wohndichte , Bebauungsdichte
Wohndichte , Bevölkerungsdichte
Wohnen,9999
Wohnfläche , Wohnungsgröße
Wohnfolgeeinrichtung,9999
Wohnform,9999
Wohngebiet,9999
Wohngebietssanierung , Sanierung
Wohngebietssanierung , Wohngebiet
Wohngeld,9999
Wohngemeinschaft,9999
Wohnhaus,9999
Wohnheim,9999
Wohnkultur , Wohnverhalten
Wohnlage , Wohnumgebung
Wohnort,9999
Wohnortwahl,9999
Wohnortwechsel,9999
Wohnortzufriedenheit , Zufriedenheit
Wohnortzufriedenheit , Wohnort
Wohnqualität , Wohnwert
Wohnquartier , Wohnung
Wohnraum , Wohnung
Wohnsiedlung,9999
Wohnsituation , Wohnverhältnisse
Wohnstadt , Wohnsiedlung
Wohnstandard , Wohnwert
Wohnstraße,9999
Wohnumfeld , Wohnumgebung
Wohnumgebung,9999
Wohnumwelt , Wohnumgebung
Wohnung,9999
Wohnungsausstattung , Wohnverhältnisse
Wohnungsbau,9999
Wohnungsbaufinanzierung , Finanzierung
Wohnungsbaufinanzierung , Wohnungsbau
Wohnungsbauförderung , Förderung
Wohnungsbauförderung , Wohnungsbau
Wohnungsbaupolitik , Wohnungspolitik
Wohnungsbauunternehmen , Unternehmen
Wohnungsbauunternehmen , Wohnungsbau
Wohnungsbedarf , Bedarf
Wohnungsbedarf , Wohnung
Wohnungsbestand,9999
Wohnungseigentum,9999
Wohnungsgröße,9999
Wohnungsleerstand , Wohnung
Wohnungsleerstand , Gebäudeleerstand
Wohnungslosigkeit , Obdachlosigkeit
Wohnungsmangel , Bedarf
Wohnungsmangel , Wohnung
Wohnungsmarkt,9999
Wohnungsmarktanalyse , Analyse
Wohnungsmarktanalyse , Wohnungsmarkt
Wohnungsmobilität , Wohnungswechsel
Wohnungsplanung , Planung
Wohnungsplanung , Wohnung
Wohnungspolitik,9999
Wohnungssituation , Wohnungsmarkt
Wohnungsunternehmen , Unternehmen
Wohnungsunternehmen , Wohnungswesen
Wohnungsvermittlung,9999
Wohnungsversorgung , Wohnung
Wohnungsversorgung , Versorgung
Wohnungswahl,9999
Wohnungswechsel,9999
Wohnungswesen,9999
Wohnungswirtschaft , Wohnungswesen
Wohnungswunsch , Wohnwunsch
Wohnverhalten,9999
Wohnverhältnisse,9999
Wohnviertel , Wohngebiet
Wohnwert,9999
Wohnwunsch,9999
Wohnzufriedenheit , Zufriedenheit
Wohnzufriedenheit , Wohnen
Women's Liberation , USA
Women's Liberation , Frauenbewegung
Work-life-balance,9999
Workaholic , Arbeitssucht
Workfare,9999
Workflow-Management,9999
Workstation,9999
World Health Organization , WHO
World Trade Organization , WTO
World Wide Web , Internet
Wortschatz,9999
WTO,9999
Wähler,9999
Wählergruppe , Wähler
Wählersoziologie , Wahlsoziologie
Wählerwanderung , Wahlverhalten
Währung,9999
Währungsordnung , Währungssystem
Währungspolitik,9999
Währungsreform , Reform
Währungsreform , Währung
Währungsreserve,9999
Währungssystem,9999
Währungsunion,9999
Wärme,9999
Wärmepumpe , Wärme
Wärmepumpe , Energietechnik
Wörterbuch,9999
Württemberg,9999
Wüste,9999
Xenophobie , Ausländerfeindlichkeit
Yellow Press , Regenbogenpresse
Yemen , Jemen
Zahlungsbereitschaft,9999
Zahlungsbilanz,9999
Zahlungsmoral,9999
Zahlungsunfähigkeit , Insolvenz
Zahlungsverkehr,9999
Zahnarzt,9999
Zahnerkrankung,9999
Zahnmedizin,9999
Zahnpflege,9999
zahnärztliche Behandlung , medizinische Versorgung
zahnärztliche Behandlung , Zahnarzt
Zaire , Demokratische Republik Kongo
Zambia , Sambia
Zapping,9999
Zauberei , Magie
ZDF,9999
Zeichen,9999
Zeichentheorie , Semiotik
Zeichentrickfilm , Animationsfilm
Zeit,9999
Zeitarbeit,9999
Zeitarbeitnehmer,9999
Zeitaufwand,9999
Zeitbudget,9999
Zeitbudgetanalyse , Analyse
Zeitbudgetanalyse , Zeitbudget
Zeiterleben , Zeit
Zeiterleben , Erleben
Zeitfaktor,9999
Zeitgeist,9999
zeitgenössische Kunst , Kunst
zeitgenössische Kunst , Gegenwart
Zeitgeschichte,9999
Zeitkonto , Arbeitszeitflexibilität
Zeitkultur,9999
zeitliche Dauer , Dauer
Zeitplanung , Planung
Zeitplanung , Zeit
Zeitplanung , Zeitökonomie
Zeitpolitik,9999
Zeitreihe,9999
Zeitreihenanalyse , Analyse
Zeitreihenanalyse , Zeitreihe
Zeitschrift,9999
Zeitsouveränität,9999
Zeitung,9999
Zeitungsanzeige , Zeitung
Zeitungsanzeige , Inserat
Zeitungsente , Falschmeldung
Zeitungsgeschichte , Zeitung
Zeitungsgeschichte , historische Entwicklung
Zeitungsherstellung , Zeitung
Zeitungsherstellung , Produktion
Zeitungsleser , Zeitung
Zeitungsleser , Leser
Zeitungsmarkt , Zeitung
Zeitungsmarkt , Markt
Zeitungsredaktion , Zeitung
Zeitungsredaktion , Redaktion
Zeitungsstreik , Presse
Zeitungsstreik , Streik
Zeitungsstreik , Journalist
Zeitungswissenschaft,9999
Zeitvertrag , befristetes Arbeitsverhältnis
Zeitverwendung,9999
Zeitwohlstand , Zeitsouveränität
Zeitzeuge,9999
Zeitökonomie,9999
Zementindustrie , Steine und Erden
Zensur,9999
Zensuren,9999
Zensurengebung,9999
Zensus , Volkszählung
Zentralafrika,9999
Zentralafrikanische Republik,9999
Zentralamerika , Mittelamerika
Zentralasien,9999
Zentralbank,9999
Zentralbankpolitik , Währungspolitik
Zentralbankpolitik , Zentralbank
Zentralbankpolitik , Geldpolitik
zentraler Ort,9999
Zentraleuropa , Mitteleuropa
Zentralisation , Zentralisierung
Zentralisierung,9999
Zentralismus,9999
Zentralkomitee,9999
Zentralverwaltung,9999
Zentralverwaltungswirtschaft , Planwirtschaft
Zentrismus,9999
Zentrum-Peripherie,9999
Zentrumspartei,9999
Zerrüttungsprinzip,9999
Zersiedlung,9999
Zertifikat , Zertifizierung
Zertifizierung,9999
"Zetkin, Clara",9999
Zeuge,9999
Zeugenaussage,9999
Zeugnis,9999
Zeugnisverweigerungsrecht,9999
Ziel,9999
Zielanalyse,9999
Zielerreichung,9999
Zielfindung,9999
Zielgruppe,9999
Zielkatalog,9999
Zielkonflikt,9999
Zielmodell,9999
Zielsetzung,9999
Zielsystem,9999
Zielvereinbarung,9999
Zielvorstellung , Zielsetzung
Zigarettenkonsum , Tabakkonsum
Zigeuner , Sinti und Roma
Zins,9999
Zinssatz,9999
Zinstheorie , Theorie
Zinstheorie , Zins
Zionismus,9999
zivil-militärische Beziehungen , zivil-militärische Zusammenarbeit
zivil-militärische Kooperation , zivil-militärische Zusammenarbeit
zivil-militärische Zusammenarbeit,9999
Zivilbevölkerung,9999
Zivilcourage,9999
Zivildienst,9999
ziviler Ungehorsam,9999
Zivilgericht,9999
Zivilgesellschaft,9999
Zivilisation,9999
Zivilprozess,9999
Zivilprozessrecht , Prozessrecht
Zivilprozessrecht , Zivilprozess
Zivilprozeß , Zivilprozess
Zivilrecht,9999
Zivilreligion , Religion
Zivilschutz,9999
Zivilverteidigung,9999
"Znaniecki, Florian",9999
Zoll,9999
Zollpolitik,9999
Zollunion,9999
Zonenrandgebiet,9999
Zuckerindustrie , Nahrungs- und Genussmittelgewerbe
Zuerwerbsbetrieb , Nebenerwerbsbetrieb
Zufallsauswahl,9999
Zufallswahrscheinlichkeit , Wahrscheinlichkeit
Zufriedenheit,9999
Zugangsvoraussetzung,9999
Zuhälterei , Prostitution
Zukunft,9999
Zukunftsberuf,9999
Zukunftserwartung , Erwartung
Zukunftserwartung , Zukunft
Zukunftsforschung,9999
Zukunftsfähigkeit,9999
Zukunftsorientierung,9999
Zukunftsperspektive,9999
Zulassungsbeschränkung,9999
Zulieferbetrieb,9999
Zulieferer,9999
Zumutbarkeit,9999
Zuneigung , Sympathie
Zunftwesen,9999
Zusammenarbeit , Kooperation
Zusatzausbildung , Zusatzqualifikation
Zusatzqualifikation,9999
Zusatzversicherung,9999
Zuschauer,9999
Zuschauerbeteiligung , Beteiligung
Zuschauerbeteiligung , Zuschauer
Zuschauerbindung , Bindung
Zuschauerbindung , Zuschauer
Zuschauerforschung , Rezipientenforschung
Zuschauerpost , Fernsehen
Zuschauerpost , Leserbrief
Zuschuss,9999
Zuverdienstmöglichkeit , Hinzuverdienst
Zuverlässigkeit,9999
Zuwanderer , Zuwanderung
Zuwanderung,9999
Zuwanderungsgesetz , Zuwanderungsrecht
Zuwanderungsrecht,9999
Zwang,9999
Zwangsarbeit,9999
Zwangsbehandlung,9999
Zwangseinweisung,9999
Zwangsumtausch,9999
Zwangsvollstreckung,9999
Zweckrationalität,9999
Zweckverband , Kooperation
Zweckverband , Gemeinde
Zweikammersystem,9999
Zweiparteiensystem,9999
Zweirad,9999
zweisprachiger Unterricht , Bilingualer Unterricht
Zweisprachigkeit , Mehrsprachigkeit
zweistufiger Kommunikationsfluss,9999
zweistufiger Kommunikationsfluß , zweistufiger Kommunikationsfluss
zweite Generation,9999
Zweite Internationale,9999
Zweite Moderne , Postmoderne
Zweite Republik,9999
zweiter Arbeitsmarkt,9999
zweiter Bildungsweg,9999
Zweiter Weltkrieg,9999
Zweites Deutsches Fernsehen , ZDF
Zweitstimme,9999
Zweitstudium,9999
Zweitwohnung,9999
Zwillingsforschung,9999
zwischenbetriebliche Kooperation,9999
Zwischenkriegszeit,9999
Zwischenlager , Lagerung
zwischenmenschliche Beziehung , soziale Beziehungen
zwischenmenschliche Beziehung , Interaktion
Zwischenprüfung,9999
zwischenstaatliche Beziehungen , bilaterale Beziehungen
zwischenstaatliche Zusammenarbeit , bilaterale Beziehungen
zwischenstaatlicher Konflikt,9999
Zwischenstadt , Suburbanisierung
Zypern,9999
Ägypten,9999
älterer Arbeitnehmer,9999
älterer Mensch , alter Mensch
Änderung,9999
Äquatorial-Guinea,9999
Ärger,9999
Ärztekammer,9999
Ärzteverband , Arzt
Ärzteverband , Berufsverband
ärztliche Behandlung , Arzt
ärztliche Behandlung , medizinische Versorgung
ärztliche Versorgung , Arzt
ärztliche Versorgung , medizinische Versorgung
ärztlicher Dienst,9999
Ästhetik,9999
ästhetische Erziehung,9999
Äthiopien,9999
Ätiologie,9999
öffentlich-rechtliche Einrichtung,9999
öffentliche Aufgaben,9999
öffentliche Ausgaben,9999
öffentliche Bücherei , Bibliothek
öffentliche Dienstleistung,9999
öffentliche Einnahmen,9999
öffentliche Einrichtung,9999
öffentliche Erziehung,9999
öffentliche Förderung,9999
öffentliche Güter , öffentliches Gut
öffentliche Hand,9999
öffentliche Investition,9999
öffentliche Kommunikation,9999
öffentliche Kontrolle,9999
öffentliche Leistung,9999
öffentliche Meinung,9999
öffentliche Ordnung,9999
öffentliche Schulden , Staatsverschuldung
